time, rate
433,11008.6675,7.0
434,11008.6875,7.0
435,11008.7075,7.0
436,11008.7275,7.0
437,11008.7475,7.0
438,11008.7675,7.0
439,11008.7875,7.0
440,11008.8075,7.0
441,11008.8275,7.0
442,11008.8475,7.0
443,11008.8675,7.0
444,11008.8875,7.0
445,11008.9075,7.0
446,11008.9275,7.0
447,11008.9475,7.0
448,11008.9675,7.0
449,11008.9875,7.0
450,11009.0075,7.0
451,11009.0275,7.0
452,11009.0475,7.0
453,11009.0675,7.0
454,11009.0875,7.0
455,11009.1075,7.0
456,11009.1275,7.0
457,11009.1475,7.0
458,11009.1675,7.0
459,11009.1875,6.0
460,11009.2075,6.0
461,11009.2275,6.0
462,11009.2475,6.0
463,11009.2675,6.0
464,11009.2875,6.0
465,11009.3075,5.0
466,11009.3275,5.0
467,11009.3475,5.0
468,11009.3675,5.0
469,11009.3875,4.0
470,11009.4075,4.0
471,11009.4275,4.0
472,11009.4475,4.0
473,11009.4675,4.0
474,11009.4875,4.0
475,11009.5075,4.0
476,11009.5275,4.0
477,11009.5475,4.0
478,11009.5675,4.0
479,11009.5875,4.0
480,11009.6075,4.0
481,11009.6275,4.0
482,11009.6475,4.0
483,11009.6675,3.0
484,11009.6875,3.0
485,11009.7075,3.0
486,11009.7275,3.0
487,11009.7475,3.0
488,11009.7675,3.0
489,11009.7875,4.0
490,11009.8075,4.0
491,11009.8275,5.0
492,11009.8475,4.0
493,11009.8675,4.0
494,11009.8875,4.0
495,11009.9075,5.0
496,11009.9275,5.0
497,11009.9475,5.0
498,11009.9675,5.0
499,11009.9875,5.0
500,11010.0075,5.0
501,11010.0275,5.0
502,11010.0475,5.0
503,11010.0675,5.0
504,11010.0875,5.0
505,11010.1075,5.0
506,11010.1275,5.0
507,11010.1475,5.0
508,11010.1675,5.0
509,11010.1875,5.0
510,11010.2075,5.0
511,11010.2275,5.0
512,11010.2475,5.0
513,11010.2675,5.0
514,11010.2875,5.0
515,11010.3075,5.0
516,11010.3275,5.0
517,11010.3475,5.0
518,11010.3675,5.0
519,11010.3875,5.0
520,11010.4075,5.0
521,11010.4275,5.0
522,11010.4475,6.0
523,11010.4675,5.0
524,11010.4875,5.0
525,11010.5075,5.0
526,11010.5275,4.0
527,11010.5475,5.0
528,11010.5675,5.0
529,11010.5875,5.0
530,11010.6075,5.0
531,11010.6275,5.0
532,11010.6475,5.0
533,11010.6675,5.0
534,11010.6875,5.0
535,11010.7075,5.0
536,11010.7275,5.0
537,11010.7475,5.0
538,11010.7675,5.0
539,11010.7875,5.0
540,11010.8075,5.0
541,11010.8275,5.0
542,11010.8475,5.0
543,11010.8675,5.0
544,11010.8875,5.0
545,11010.9075,5.0
546,11010.9275,5.0
547,11010.9475,5.0
548,11010.9675,5.0
549,11010.9875,5.0
550,11011.0075,5.0
551,11011.0275,5.0
552,11011.0475,5.0
553,11011.0675,5.0
554,11011.0875,5.0
555,11011.1075,5.0
556,11011.1275,5.0
557,11011.1475,5.0
558,11011.1675,5.0
559,11011.1875,5.0
560,11011.2075,5.0
561,11011.2275,5.0
562,11011.2475,5.0
563,11011.2675,5.0
564,11011.2875,6.0
565,11011.3075,6.0
566,11011.3275,7.0
567,11011.3475,7.0
568,11011.3675,7.0
569,11011.3875,7.0
570,11011.4075,7.0
571,11011.4275,7.0
572,11011.4475,8.0
573,11011.4675,8.0
574,11011.4875,8.0
575,11011.5075,8.0
576,11011.5275,8.0
577,11011.5475,8.0
578,11011.5675,8.0
579,11011.5875,8.0
580,11011.6075,8.0
581,11011.6275,8.0
582,11011.6475,8.0
583,11011.6675,8.0
584,11011.6875,8.0
585,11011.7075,8.0
586,11011.7275,8.0
587,11011.7475,8.0
588,11011.7675,8.0
589,11011.7875,7.0
590,11011.8075,7.0
591,11011.8275,6.0
592,11011.8475,6.0
593,11011.8675,6.0
594,11011.8875,6.0
595,11011.9075,5.0
596,11011.9275,5.0
597,11011.9475,5.0
598,11011.9675,5.0
599,11011.9875,5.0
600,11012.0075,5.0
601,11012.0275,5.0
602,11012.0475,5.0
603,11012.0675,5.0
604,11012.0875,5.0
605,11012.1075,5.0
606,11012.1275,5.0
607,11012.1475,5.0
608,11012.1675,5.0
609,11012.1875,5.0
610,11012.2075,5.0
611,11012.2275,5.0
612,11012.2475,5.0
613,11012.2675,5.0
614,11012.2875,5.0
615,11012.3075,5.0
616,11012.3275,5.0
617,11012.3475,5.0
618,11012.3675,5.0
619,11012.3875,5.0
620,11012.4075,5.0
621,11012.4275,5.0
622,11012.4475,4.0
623,11012.4675,4.0
624,11012.4875,4.0
625,11012.5075,4.0
626,11012.5275,4.0
627,11012.5475,3.0
628,11012.5675,3.0
629,11012.5875,3.0
630,11012.6075,3.0
631,11012.6275,3.0
632,11012.6475,3.0
633,11012.6675,4.0
634,11012.6875,4.0
635,11012.7075,4.0
636,11012.7275,4.0
637,11012.7475,5.0
638,11012.7675,5.0
639,11012.7875,5.0
640,11012.8075,5.0
641,11012.8275,5.0
642,11012.8475,5.0
643,11012.8675,6.0
644,11012.8875,6.0
645,11012.9075,6.0
646,11012.9275,6.0
647,11012.9475,6.0
648,11012.9675,6.0
649,11012.9875,6.0
650,11013.0075,6.0
651,11013.0275,6.0
652,11013.0475,6.0
653,11013.0675,6.0
654,11013.0875,6.0
655,11013.1075,6.0
656,11013.1275,6.0
657,11013.1475,6.0
658,11013.1675,6.0
659,11013.1875,6.0
660,11013.2075,6.0
661,11013.2275,6.0
662,11013.2475,7.0
663,11013.2675,7.0
664,11013.2875,6.0
665,11013.3075,6.0
666,11013.3275,5.0
667,11013.3475,5.0
668,11013.3675,5.0
669,11013.3875,5.0
670,11013.4075,5.0
671,11013.4275,5.0
672,11013.4475,4.0
673,11013.4675,4.0
674,11013.4875,4.0
675,11013.5075,4.0
676,11013.5275,4.0
677,11013.5475,4.0
678,11013.5675,4.0
679,11013.5875,4.0
680,11013.6075,4.0
681,11013.6275,4.0
682,11013.6475,4.0
683,11013.6675,4.0
684,11013.6875,4.0
685,11013.7075,4.0
686,11013.7275,4.0
687,11013.7475,4.0
688,11013.7675,4.0
689,11013.7875,4.0
690,11013.8075,4.0
691,11013.8275,4.0
692,11013.8475,5.0
693,11013.8675,5.0
694,11013.8875,5.0
695,11013.9075,5.0
696,11013.9275,5.0
697,11013.9475,5.0
698,11013.9675,5.0
699,11013.9875,5.0
700,11014.0075,5.0
701,11014.0275,5.0
702,11014.0475,5.0
703,11014.0675,5.0
704,11014.0875,5.0
705,11014.1075,5.0
706,11014.1275,6.0
707,11014.1475,6.0
708,11014.1675,6.0
709,11014.1875,6.0
710,11014.2075,6.0
711,11014.2275,6.0
712,11014.2475,6.0
713,11014.2675,6.0
714,11014.2875,6.0
715,11014.3075,6.0
716,11014.3275,6.0
717,11014.3475,6.0
718,11014.3675,6.0
719,11014.3875,6.0
720,11014.4075,6.0
721,11014.4275,6.0
722,11014.4475,6.0
723,11014.4675,6.0
724,11014.4875,6.0
725,11014.5075,6.0
726,11014.5275,6.0
727,11014.5475,6.0
728,11014.5675,6.0
729,11014.5875,6.0
730,11014.6075,6.0
731,11014.6275,6.0
732,11014.6475,6.0
733,11014.6675,5.0
734,11014.6875,5.0
735,11014.7075,5.0
736,11014.7275,5.0
737,11014.7475,4.0
738,11014.7675,4.0
739,11014.7875,4.0
740,11014.8075,4.0
741,11014.8275,4.0
742,11014.8475,4.0
743,11014.8675,3.0
744,11014.8875,3.0
745,11014.9075,3.0
746,11014.9275,3.0
747,11014.9475,3.0
748,11014.9675,3.0
749,11014.9875,3.0
750,11015.0075,3.0
751,11015.0275,3.0
752,11015.0475,3.0
753,11015.0675,3.0
754,11015.0875,3.0
755,11015.1075,3.0
756,11015.1275,3.0
757,11015.1475,4.0
758,11015.1675,4.0
759,11015.1875,4.0
760,11015.2075,5.0
761,11015.2275,5.0
762,11015.2475,4.0
763,11015.2675,5.0
764,11015.2875,5.0
765,11015.3075,5.0
766,11015.3275,5.0
767,11015.3475,5.0
768,11015.3675,5.0
769,11015.3875,5.0
770,11015.4075,5.0
771,11015.4275,5.0
772,11015.4475,5.0
773,11015.4675,5.0
774,11015.4875,5.0
775,11015.5075,5.0
776,11015.5275,5.0
777,11015.5475,6.0
778,11015.5675,6.0
779,11015.5875,6.0
780,11015.6075,6.0
781,11015.6275,6.0
782,11015.6475,6.0
783,11015.6675,6.0
784,11015.6875,6.0
785,11015.7075,6.0
786,11015.7275,6.0
787,11015.7475,6.0
788,11015.7675,6.0
789,11015.7875,6.0
790,11015.8075,6.0
791,11015.8275,6.0
792,11015.8475,5.0
793,11015.8675,5.0
794,11015.8875,5.0
795,11015.9075,6.0
796,11015.9275,6.0
797,11015.9475,6.0
798,11015.9675,6.0
799,11015.9875,6.0
800,11016.0075,6.0
801,11016.0275,6.0
802,11016.0475,6.0
803,11016.0675,6.0
804,11016.0875,6.0
805,11016.1075,6.0
806,11016.1275,5.0
807,11016.1475,5.0
808,11016.1675,5.0
809,11016.1875,5.0
810,11016.2075,5.0
811,11016.2275,5.0
812,11016.2475,5.0
813,11016.2675,5.0
814,11016.2875,5.0
815,11016.3075,5.0
816,11016.3275,5.0
817,11016.3475,5.0
818,11016.3675,6.0
819,11016.3875,6.0
820,11016.4075,6.0
821,11016.4275,6.0
822,11016.4475,6.0
823,11016.4675,6.0
824,11016.4875,6.0
825,11016.5075,6.0
826,11016.5275,6.0
827,11016.5475,6.0
828,11016.5675,6.0
829,11016.5875,6.0
830,11016.6075,7.0
831,11016.6275,7.0
832,11016.6475,7.0
833,11016.6675,8.0
834,11016.6875,8.0
835,11016.7075,8.0
836,11016.7275,8.0
837,11016.7475,9.0
838,11016.7675,9.0
839,11016.7875,10.0
840,11016.8075,10.0
841,11016.8275,10.0
842,11016.8475,11.0
843,11016.8675,11.0
844,11016.8875,11.0
845,11016.9075,11.0
846,11016.9275,11.0
847,11016.9475,12.0
848,11016.9675,12.0
849,11016.9875,12.0
850,11017.0075,12.0
851,11017.0275,12.0
852,11017.0475,12.0
853,11017.0675,12.0
854,11017.0875,12.0
855,11017.1075,12.0
856,11017.1275,12.0
857,11017.1475,11.0
858,11017.1675,11.0
859,11017.1875,12.0
860,11017.2075,11.0
861,11017.2275,11.0
862,11017.2475,11.0
863,11017.2675,11.0
864,11017.2875,12.0
865,11017.3075,12.0
866,11017.3275,12.0
867,11017.3475,12.0
868,11017.3675,12.0
869,11017.3875,12.0
870,11017.4075,12.0
871,11017.4275,12.0
872,11017.4475,12.0
873,11017.4675,12.0
874,11017.4875,12.0
875,11017.5075,12.0
876,11017.5275,12.0
877,11017.5475,11.0
878,11017.5675,11.0
879,11017.5875,11.0
880,11017.6075,11.0
881,11017.6275,11.0
882,11017.6475,11.0
883,11017.6675,11.0
884,11017.6875,11.0
885,11017.7075,11.0
886,11017.7275,11.0
887,11017.7475,11.0
888,11017.7675,11.0
889,11017.7875,11.0
890,11017.8075,11.0
891,11017.8275,11.0
892,11017.8475,11.0
893,11017.8675,11.0
894,11017.8875,11.0
895,11017.9075,10.0
896,11017.9275,10.0
897,11017.9475,11.0
898,11017.9675,11.0
899,11017.9875,12.0
900,11018.0075,12.0
901,11018.0275,12.0
902,11018.0475,12.0
903,11018.0675,12.0
904,11018.0875,12.0
905,11018.1075,12.0
906,11018.1275,13.0
907,11018.1475,13.0
908,11018.1675,14.0
909,11018.1875,14.0
910,11018.2075,14.0
911,11018.2275,14.0
912,11018.2475,15.0
913,11018.2675,15.0
914,11018.2875,15.0
915,11018.3075,15.0
916,11018.3275,15.0
917,11018.3475,15.0
918,11018.3675,14.0
919,11018.3875,14.0
920,11018.4075,14.0
921,11018.4275,14.0
922,11018.4475,14.0
923,11018.4675,14.0
924,11018.4875,14.0
925,11018.5075,14.0
926,11018.5275,14.0
927,11018.5475,14.0
928,11018.5675,14.0
929,11018.5875,15.0
930,11018.6075,14.0
931,11018.6275,14.0
932,11018.6475,14.0
933,11018.6675,13.0
934,11018.6875,13.0
935,11018.7075,13.0
936,11018.7275,13.0
937,11018.7475,12.0
938,11018.7675,12.0
939,11018.7875,11.0
940,11018.8075,11.0
941,11018.8275,11.0
942,11018.8475,10.0
943,11018.8675,10.0
944,11018.8875,10.0
945,11018.9075,10.0
946,11018.9275,10.0
947,11018.9475,9.0
948,11018.9675,9.0
949,11018.9875,9.0
950,11019.0075,9.0
951,11019.0275,9.0
952,11019.0475,9.0
953,11019.0675,9.0
954,11019.0875,9.0
955,11019.1075,9.0
956,11019.1275,9.0
957,11019.1475,9.0
958,11019.1675,9.0
959,11019.1875,8.0
960,11019.2075,8.0
961,11019.2275,8.0
962,11019.2475,8.0
963,11019.2675,7.0
964,11019.2875,6.0
965,11019.3075,6.0
966,11019.3275,6.0
967,11019.3475,6.0
968,11019.3675,6.0
969,11019.3875,6.0
970,11019.4075,6.0
971,11019.4275,6.0
972,11019.4475,6.0
973,11019.4675,6.0
974,11019.4875,6.0
975,11019.5075,7.0
976,11019.5275,8.0
977,11019.5475,8.0
978,11019.5675,8.0
979,11019.5875,8.0
980,11019.6075,9.0
981,11019.6275,9.0
982,11019.6475,9.0
983,11019.6675,9.0
984,11019.6875,9.0
985,11019.7075,9.0
986,11019.7275,9.0
987,11019.7475,9.0
988,11019.7675,9.0
989,11019.7875,9.0
990,11019.8075,9.0
991,11019.8275,9.0
992,11019.8475,9.0
993,11019.8675,9.0
994,11019.8875,9.0
995,11019.9075,9.0
996,11019.9275,9.0
997,11019.9475,8.0
998,11019.9675,9.0
999,11019.9875,8.0
1000,11020.0075,8.0
1001,11020.0275,8.0
1002,11020.0475,8.0
1003,11020.0675,8.0
1004,11020.0875,8.0
1005,11020.1075,8.0
1006,11020.1275,7.0
1007,11020.1475,7.0
1008,11020.1675,6.0
1009,11020.1875,6.0
1010,11020.2075,6.0
1011,11020.2275,6.0
1012,11020.2475,5.0
1013,11020.2675,5.0
1014,11020.2875,5.0
1015,11020.3075,5.0
1016,11020.3275,5.0
1017,11020.3475,5.0
1018,11020.3675,5.0
1019,11020.3875,5.0
1020,11020.4075,5.0
1021,11020.4275,5.0
1022,11020.4475,5.0
1023,11020.4675,5.0
1024,11020.4875,5.0
1025,11020.5075,5.0
1026,11020.5275,5.0
1027,11020.5475,5.0
1028,11020.5675,5.0
1029,11020.5875,4.0
1030,11020.6075,4.0
1031,11020.6275,5.0
1032,11020.6475,5.0
1033,11020.6675,5.0
1034,11020.6875,5.0
1035,11020.7075,5.0
1036,11020.7275,5.0
1037,11020.7475,5.0
1038,11020.7675,5.0
1039,11020.7875,5.0
1040,11020.8075,5.0
1041,11020.8275,5.0
1042,11020.8475,6.0
1043,11020.8675,6.0
1044,11020.8875,6.0
1045,11020.9075,6.0
1046,11020.9275,6.0
1047,11020.9475,6.0
1048,11020.9675,6.0
1049,11020.9875,6.0
1050,11021.0075,6.0
1051,11021.0275,6.0
1052,11021.0475,6.0
1053,11021.0675,6.0
1054,11021.0875,7.0
1055,11021.1075,7.0
1056,11021.1275,7.0
1057,11021.1475,7.0
1058,11021.1675,7.0
1059,11021.1875,7.0
1060,11021.2075,7.0
1061,11021.2275,7.0
1062,11021.2475,7.0
1063,11021.2675,7.0
1064,11021.2875,7.0
1065,11021.3075,7.0
1066,11021.3275,7.0
1067,11021.3475,7.0
1068,11021.3675,7.0
1069,11021.3875,7.0
1070,11021.4075,7.0
1071,11021.4275,7.0
1072,11021.4475,7.0
1073,11021.4675,7.0
1074,11021.4875,7.0
1075,11021.5075,6.0
1076,11021.5275,5.0
1077,11021.5475,5.0
1078,11021.5675,5.0
1079,11021.5875,5.0
1080,11021.6075,4.0
1081,11021.6275,4.0
1082,11021.6475,4.0
1083,11021.6675,4.0
1084,11021.6875,4.0
1085,11021.7075,4.0
1086,11021.7275,4.0
1087,11021.7475,4.0
1088,11021.7675,4.0
1089,11021.7875,4.0
1090,11021.8075,4.0
1091,11021.8275,4.0
1092,11021.8475,4.0
1093,11021.8675,4.0
1094,11021.8875,4.0
1095,11021.9075,4.0
1096,11021.9275,4.0
1097,11021.9475,4.0
1098,11021.9675,3.0
1099,11021.9875,3.0
1100,11022.0075,3.0
1101,11022.0275,3.0
1102,11022.0475,3.0
1103,11022.0675,4.0
1104,11022.0875,4.0
1105,11022.1075,4.0
1106,11022.1275,4.0
1107,11022.1475,4.0
1108,11022.1675,4.0
1109,11022.1875,4.0
1110,11022.2075,4.0
1111,11022.2275,4.0
1112,11022.2475,4.0
1113,11022.2675,4.0
1114,11022.2875,4.0
1115,11022.3075,4.0
1116,11022.3275,4.0
1117,11022.3475,4.0
1118,11022.3675,4.0
1119,11022.3875,4.0
1120,11022.4075,4.0
1121,11022.4275,4.0
1122,11022.4475,4.0
1123,11022.4675,4.0
1124,11022.4875,4.0
1125,11022.5075,4.0
1126,11022.5275,4.0
1127,11022.5475,4.0
1128,11022.5675,4.0
1129,11022.5875,4.0
1130,11022.6075,4.0
1131,11022.6275,3.0
1132,11022.6475,3.0
1133,11022.6675,3.0
1134,11022.6875,4.0
1135,11022.7075,5.0
1136,11022.7275,5.0
1137,11022.7475,5.0
1138,11022.7675,5.0
1139,11022.7875,5.0
1140,11022.8075,5.0
1141,11022.8275,5.0
1142,11022.8475,4.0
1143,11022.8675,4.0
1144,11022.8875,5.0
1145,11022.9075,5.0
1146,11022.9275,5.0
1147,11022.9475,5.0
1148,11022.9675,5.0
1149,11022.9875,5.0
1150,11023.0075,5.0
1151,11023.0275,5.0
1152,11023.0475,5.0
